Frame Number,Timestamp
279,1674857999445.0
280,1674857999478.3333
281,1674857999511.6667
282,1674857999545.0
283,1674857999578.3333
284,1674857999611.6667
285,1674857999645.0
286,1674857999678.3333
287,1674857999711.6667
288,1674857999745.0
289,1674857999778.3333
290,1674857999811.6667
291,1674857999845.0
292,1674857999878.3333
293,1674857999911.6667
294,1674857999945.0
295,1674857999978.3333
296,1674858000011.6667
297,1674858000045.0
298,1674858000078.3333
299,1674858000111.6667
300,1674858000145.0
301,1674858000178.3333
302,1674858000211.6667
303,1674858000245.0
304,1674858000278.3333
305,1674858000311.6667
306,1674858000345.0
307,1674858000378.3333
308,1674858000411.6667
309,1674858000445.0
310,1674858000478.3333
311,1674858000511.6667
312,1674858000545.0
313,1674858000578.3333
314,1674858000611.6667
315,1674858000645.0
316,1674858000678.3333
317,1674858000711.6667
318,1674858000745.0
319,1674858000778.3333
320,1674858000811.6667
321,1674858000845.0
322,1674858000878.3333
323,1674858000911.6667
324,1674858000945.0
325,1674858000978.3333
326,1674858001011.6667
327,1674858001045.0
328,1674858001078.3333
329,1674858001111.6667
330,1674858001145.0
331,1674858001178.3333
332,1674858001211.6667
333,1674858001245.0
334,1674858001278.3333
335,1674858001311.6667
336,1674858001345.0
337,1674858001378.3333
338,1674858001411.6667
339,1674858001445.0
340,1674858001478.3333
341,1674858001511.6667
342,1674858001545.0
343,1674858001578.3333
344,1674858001611.6667
345,1674858001645.0
346,1674858001678.3333
347,1674858001711.6667
348,1674858001745.0
349,1674858001778.3333
350,1674858001811.6667
351,1674858001845.0
352,1674858001878.3333
353,1674858001911.6667
354,1674858001945.0
355,1674858001978.3333
356,1674858002011.6667
357,1674858002045.0
358,1674858002078.3333
359,1674858002111.6667
360,1674858002145.0
361,1674858002178.3333
362,1674858002211.6667
363,1674858002245.0
364,1674858002278.3333
365,1674858002311.6667
366,1674858002345.0
367,1674858002378.3333
368,1674858002411.6667
369,1674858002445.0
370,1674858002478.3333
371,1674858002511.6667
372,1674858002545.0
373,1674858002578.3333
374,1674858002611.6667
375,1674858002645.0
376,1674858002678.3333
377,1674858002711.6667
378,1674858002745.0
379,1674858002778.3333
380,1674858002811.6667
381,1674858002845.0
382,1674858002878.3333
383,1674858002911.6667
384,1674858002945.0
385,1674858002978.3333
386,1674858003011.6667
387,1674858003045.0
388,1674858003078.3333
389,1674858003111.6667
390,1674858003145.0
391,1674858003178.3333
392,1674858003211.6667
393,1674858003245.0
394,1674858003278.3333
395,1674858003311.6667
396,1674858003345.0
397,1674858003378.3333
398,1674858003411.6667
399,1674858003445.0
400,1674858003478.3333
401,1674858003511.6667
402,1674858003545.0
403,1674858003578.3333
404,1674858003611.6667
405,1674858003645.0
406,1674858003678.3333
407,1674858003711.6667
408,1674858003745.0
409,1674858003778.3333
410,1674858003811.6667
411,1674858003845.0
412,1674858003878.3333
413,1674858003911.6667
414,1674858003945.0
415,1674858003978.3333
416,1674858004011.6667
417,1674858004045.0
418,1674858004078.3333
419,1674858004111.6667
420,1674858004145.0
421,1674858004178.3333
422,1674858004211.6667
423,1674858004245.0
424,1674858004278.3333
425,1674858004311.6667
426,1674858004345.0
427,1674858004378.3333
428,1674858004411.6667
429,1674858004445.0
430,1674858004478.3333
431,1674858004511.6667
432,1674858004545.0
433,1674858004578.3333
434,1674858004611.6667
435,1674858004645.0
436,1674858004678.3333
437,1674858004711.6667
438,1674858004745.0
439,1674858004778.3333
440,1674858004811.6667
441,1674858004845.0
442,1674858004878.3333
443,1674858004911.6667
444,1674858004945.0
445,1674858004978.3333
446,1674858005011.6667
447,1674858005045.0
448,1674858005078.3333
449,1674858005111.6667
450,1674858005145.0
451,1674858005178.3333
452,1674858005211.6667
453,1674858005245.0
454,1674858005278.3333
455,1674858005311.6667
456,1674858005345.0
457,1674858005378.3333
458,1674858005411.6667
459,1674858005445.0
460,1674858005478.3333
461,1674858005511.6667
462,1674858005545.0
463,1674858005578.3333
464,1674858005611.6667
465,1674858005645.0
466,1674858005678.3333
467,1674858005711.6667
468,1674858005745.0
469,1674858005778.3333
470,1674858005811.6667
471,1674858005845.0
472,1674858005878.3333
473,1674858005911.6667
474,1674858005945.0
475,1674858005978.3333
476,1674858006011.6667
477,1674858006045.0
478,1674858006078.3333
479,1674858006111.6667
480,1674858006145.0
481,1674858006178.3333
482,1674858006211.6667
483,1674858006245.0
484,1674858006278.3333
485,1674858006311.6667
486,1674858006345.0
487,1674858006378.3333
488,1674858006411.6667
489,1674858006445.0
490,1674858006478.3333
491,1674858006511.6667
492,1674858006545.0
493,1674858006578.3333
494,1674858006611.6667
495,1674858006645.0
496,1674858006678.3333
497,1674858006711.6667
498,1674858006745.0
499,1674858006778.3333
500,1674858006811.6667
501,1674858006845.0
502,1674858006878.3333
503,1674858006911.6667
504,1674858006945.0
505,1674858006978.3333
506,1674858007011.6667
507,1674858007045.0
508,1674858007078.3333
509,1674858007111.6667
510,1674858007145.0
511,1674858007178.3333
512,1674858007211.6667
513,1674858007245.0
514,1674858007278.3333
515,1674858007311.6667
516,1674858007345.0
517,1674858007378.3333
518,1674858007411.6667
519,1674858007445.0
520,1674858007478.3333
521,1674858007511.6667
522,1674858007545.0
523,1674858007578.3333
524,1674858007611.6667
525,1674858007645.0
526,1674858007678.3333
527,1674858007711.6667
528,1674858007745.0
529,1674858007778.3333
530,1674858007811.6667
531,1674858007845.0
532,1674858007878.3333
533,1674858007911.6667
534,1674858007945.0
535,1674858007978.3333
536,1674858008011.6667
537,1674858008045.0
538,1674858008078.3333
539,1674858008111.6667
540,1674858008145.0
541,1674858008178.3333
