PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,Trackstar time,True frame #,Relative frame #,Frame timestamp
380.1255,24.277585,-68.75855,394.46900000000005,-127.24799999999999,-77.7441,0.5182666764436009,0.020924163296570986,1674857999.444600,279,0,1674857999445.0
380.06949999999995,24.221774999999997,-68.8144,394.525,-126.63399999999999,-78.02315,0.5176557831800327,0.023281052741142033,1674857999.477600,280,1,1674857999478.3333
380.1255,24.110165000000002,-68.8144,394.3575,-126.578,-77.79990000000001,0.5165159520492364,0.016037532631851807,1674857999.510700,281,2,1674857999511.6667
380.07,23.94274,-68.8144,394.35749999999996,-126.69,-77.85570000000001,0.5171558316342852,0.0033492893064411633,1674857999.543800,282,3,1674857999545.0
380.126,23.719459999999998,-68.8702,394.2455,-126.74600000000001,-77.7441,0.5183384076650576,0.0040966199415304674,1674857999.576900,283,4,1674857999578.3333
380.1815,23.44043,-68.8144,393.911,-127.1365,-77.8557,0.5200153063275565,0.0018560167272375038,1674857999.609900,284,5,1674857999611.6667
380.293,23.217205,-68.647,393.855,-127.41550000000001,-77.40925,0.5141208250920344,0.003357395332045374,1674857999.646700,285,6,1674857999645.0
380.293,23.217195,-68.7028,393.6315,-127.52700000000002,-77.40925,0.518896085956262,0.0022706695576137745,1674857999.679800,286,7,1674857999678.3333
380.349,23.217195,-68.8144,393.576,-127.583,-77.2418,0.5224516989237341,0.005638798989336514,1674857999.712800,287,8,1674857999711.6667
380.405,23.273004999999998,-68.8144,393.576,-127.3595,-77.24175,0.5171133084823066,0.005658163470570756,1674857999.745900,288,9,1674857999745.0
380.405,23.38462,-68.7586,393.576,-127.248,-77.18594999999999,0.5159017550144588,0.011733211109391455,1674857999.779000,289,10,1674857999778.3333
380.349,23.49624,-68.8144,393.52,-127.0805,-77.40925,0.5124254423051947,0.00971056491913784,1674857999.812100,290,11,1674857999811.6667
