Frame Number,Timestamp
289,1674859260414.3333
290,1674859260447.6667
291,1674859260481.0
292,1674859260514.3333
293,1674859260547.6667
294,1674859260581.0
295,1674859260614.3333
296,1674859260647.6667
297,1674859260681.0
298,1674859260714.3333
299,1674859260747.6667
300,1674859260781.0
301,1674859260814.3333
302,1674859260847.6667
303,1674859260881.0
304,1674859260914.3333
305,1674859260947.6667
306,1674859260981.0
307,1674859261014.3333
308,1674859261047.6667
309,1674859261081.0
310,1674859261114.3333
311,1674859261147.6667
312,1674859261181.0
313,1674859261214.3333
314,1674859261247.6667
315,1674859261281.0
316,1674859261314.3333
317,1674859261347.6667
318,1674859261381.0
319,1674859261414.3333
320,1674859261447.6667
321,1674859261481.0
322,1674859261514.3333
323,1674859261547.6667
324,1674859261581.0
325,1674859261614.3333
326,1674859261647.6667
327,1674859261681.0
328,1674859261714.3333
329,1674859261747.6667
330,1674859261781.0
331,1674859261814.3333
332,1674859261847.6667
333,1674859261881.0
334,1674859261914.3333
335,1674859261947.6667
336,1674859261981.0
337,1674859262014.3333
338,1674859262047.6667
339,1674859262081.0
340,1674859262114.3333
341,1674859262147.6667
342,1674859262181.0
343,1674859262214.3333
344,1674859262247.6667
345,1674859262281.0
346,1674859262314.3333
347,1674859262347.6667
348,1674859262381.0
349,1674859262414.3333
350,1674859262447.6667
351,1674859262481.0
352,1674859262514.3333
353,1674859262547.6667
354,1674859262581.0
355,1674859262614.3333
356,1674859262647.6667
357,1674859262681.0
358,1674859262714.3333
359,1674859262747.6667
360,1674859262781.0
361,1674859262814.3333
362,1674859262847.6667
363,1674859262881.0
364,1674859262914.3333
365,1674859262947.6667
366,1674859262981.0
367,1674859263014.3333
368,1674859263047.6667
369,1674859263081.0
370,1674859263114.3333
371,1674859263147.6667
372,1674859263181.0
373,1674859263214.3333
374,1674859263247.6667
375,1674859263281.0
376,1674859263314.3333
377,1674859263347.6667
378,1674859263381.0
379,1674859263414.3333
380,1674859263447.6667
381,1674859263481.0
382,1674859263514.3333
383,1674859263547.6667
384,1674859263581.0
385,1674859263614.3333
386,1674859263647.6667
387,1674859263681.0
388,1674859263714.3333
389,1674859263747.6667
390,1674859263781.0
391,1674859263814.3333
392,1674859263847.6667
393,1674859263881.0
394,1674859263914.3333
395,1674859263947.6667
396,1674859263981.0
397,1674859264014.3333
398,1674859264047.6667
399,1674859264081.0
400,1674859264114.3333
401,1674859264147.6667
402,1674859264181.0
403,1674859264214.3333
404,1674859264247.6667
405,1674859264281.0
406,1674859264314.3333
407,1674859264347.6667
408,1674859264381.0
409,1674859264414.3333
410,1674859264447.6667
411,1674859264481.0
412,1674859264514.3333
413,1674859264547.6667
414,1674859264581.0
415,1674859264614.3333
416,1674859264647.6667
417,1674859264681.0
418,1674859264714.3333
419,1674859264747.6667
420,1674859264781.0
421,1674859264814.3333
422,1674859264847.6667
423,1674859264881.0
424,1674859264914.3333
425,1674859264947.6667
426,1674859264981.0
427,1674859265014.3333
428,1674859265047.6667
429,1674859265081.0
430,1674859265114.3333
431,1674859265147.6667
432,1674859265181.0
433,1674859265214.3333
434,1674859265247.6667
435,1674859265281.0
436,1674859265314.3333
