Frame Number,Timestamp
284,1674854349355.6667
285,1674854349389.0
286,1674854349422.3333
287,1674854349455.6667
288,1674854349489.0
289,1674854349522.3333
290,1674854349555.6667
291,1674854349589.0
292,1674854349622.3333
293,1674854349655.6667
294,1674854349689.0
295,1674854349722.3333
296,1674854349755.6667
297,1674854349789.0
298,1674854349822.3333
299,1674854349855.6667
300,1674854349889.0
301,1674854349922.3333
302,1674854349955.6667
303,1674854349989.0
304,1674854350022.3333
305,1674854350055.6667
306,1674854350089.0
307,1674854350122.3333
308,1674854350155.6667
309,1674854350189.0
310,1674854350222.3333
311,1674854350255.6667
312,1674854350289.0
313,1674854350322.3333
314,1674854350355.6667
315,1674854350389.0
316,1674854350422.3333
317,1674854350455.6667
318,1674854350489.0
319,1674854350522.3333
320,1674854350555.6667
321,1674854350589.0
322,1674854350622.3333
323,1674854350655.6667
324,1674854350689.0
325,1674854350722.3333
326,1674854350755.6667
327,1674854350789.0
328,1674854350822.3333
329,1674854350855.6667
330,1674854350889.0
331,1674854350922.3333
332,1674854350955.6667
333,1674854350989.0
334,1674854351022.3333
335,1674854351055.6667
336,1674854351089.0
337,1674854351122.3333
338,1674854351155.6667
339,1674854351189.0
340,1674854351222.3333
341,1674854351255.6667
342,1674854351289.0
343,1674854351322.3333
344,1674854351355.6667
345,1674854351389.0
346,1674854351422.3333
347,1674854351455.6667
348,1674854351489.0
349,1674854351522.3333
350,1674854351555.6667
351,1674854351589.0
352,1674854351622.3333
353,1674854351655.6667
354,1674854351689.0
355,1674854351722.3333
356,1674854351755.6667
357,1674854351789.0
358,1674854351822.3333
359,1674854351855.6667
360,1674854351889.0
361,1674854351922.3333
362,1674854351955.6667
363,1674854351989.0
364,1674854352022.3333
365,1674854352055.6667
366,1674854352089.0
367,1674854352122.3333
368,1674854352155.6667
369,1674854352189.0
370,1674854352222.3333
371,1674854352255.6667
372,1674854352289.0
373,1674854352322.3333
374,1674854352355.6667
375,1674854352389.0
376,1674854352422.3333
377,1674854352455.6667
378,1674854352489.0
379,1674854352522.3333
380,1674854352555.6667
381,1674854352589.0
382,1674854352622.3333
383,1674854352655.6667
384,1674854352689.0
385,1674854352722.3333
386,1674854352755.6667
387,1674854352789.0
388,1674854352822.3333
389,1674854352855.6667
390,1674854352889.0
391,1674854352922.3333
392,1674854352955.6667
393,1674854352989.0
394,1674854353022.3333
395,1674854353055.6667
396,1674854353089.0
397,1674854353122.3333
398,1674854353155.6667
399,1674854353189.0
400,1674854353222.3333
401,1674854353255.6667
402,1674854353289.0
403,1674854353322.3333
404,1674854353355.6667
405,1674854353389.0
406,1674854353422.3333
407,1674854353455.6667
408,1674854353489.0
409,1674854353522.3333
410,1674854353555.6667
411,1674854353589.0
412,1674854353622.3333
413,1674854353655.6667
414,1674854353689.0
415,1674854353722.3333
416,1674854353755.6667
417,1674854353789.0
418,1674854353822.3333
419,1674854353855.6667
420,1674854353889.0
421,1674854353922.3333
422,1674854353955.6667
423,1674854353989.0
424,1674854354022.3333
425,1674854354055.6667
426,1674854354089.0
427,1674854354122.3333
428,1674854354155.6667
429,1674854354189.0
430,1674854354222.3333
431,1674854354255.6667
432,1674854354289.0
433,1674854354322.3333
434,1674854354355.6667
435,1674854354389.0
436,1674854354422.3333
437,1674854354455.6667
438,1674854354489.0
439,1674854354522.3333
440,1674854354555.6667
441,1674854354589.0
442,1674854354622.3333
443,1674854354655.6667
444,1674854354689.0
445,1674854354722.3333
446,1674854354755.6667
447,1674854354789.0
448,1674854354822.3333
449,1674854354855.6667
