Frame Number,Timestamp
275,1674855810359.6667
276,1674855810393.0
277,1674855810426.3333
278,1674855810459.6667
279,1674855810493.0
280,1674855810526.3333
281,1674855810559.6667
282,1674855810593.0
283,1674855810626.3333
284,1674855810659.6667
285,1674855810693.0
286,1674855810726.3333
287,1674855810759.6667
288,1674855810793.0
289,1674855810826.3333
290,1674855810859.6667
291,1674855810893.0
292,1674855810926.3333
293,1674855810959.6667
294,1674855810993.0
295,1674855811026.3333
296,1674855811059.6667
297,1674855811093.0
298,1674855811126.3333
299,1674855811159.6667
300,1674855811193.0
301,1674855811226.3333
302,1674855811259.6667
303,1674855811293.0
304,1674855811326.3333
305,1674855811359.6667
306,1674855811393.0
307,1674855811426.3333
308,1674855811459.6667
309,1674855811493.0
310,1674855811526.3333
311,1674855811559.6667
312,1674855811593.0
313,1674855811626.3333
314,1674855811659.6667
315,1674855811693.0
316,1674855811726.3333
317,1674855811759.6667
318,1674855811793.0
319,1674855811826.3333
320,1674855811859.6667
321,1674855811893.0
322,1674855811926.3333
323,1674855811959.6667
324,1674855811993.0
325,1674855812026.3333
326,1674855812059.6667
327,1674855812093.0
328,1674855812126.3333
329,1674855812159.6667
330,1674855812193.0
331,1674855812226.3333
332,1674855812259.6667
333,1674855812293.0
334,1674855812326.3333
335,1674855812359.6667
336,1674855812393.0
337,1674855812426.3333
338,1674855812459.6667
339,1674855812493.0
340,1674855812526.3333
341,1674855812559.6667
342,1674855812593.0
343,1674855812626.3333
344,1674855812659.6667
345,1674855812693.0
346,1674855812726.3333
347,1674855812759.6667
348,1674855812793.0
349,1674855812826.3333
350,1674855812859.6667
351,1674855812893.0
352,1674855812926.3333
353,1674855812959.6667
354,1674855812993.0
355,1674855813026.3333
356,1674855813059.6667
357,1674855813093.0
358,1674855813126.3333
359,1674855813159.6667
360,1674855813193.0
361,1674855813226.3333
362,1674855813259.6667
363,1674855813293.0
364,1674855813326.3333
365,1674855813359.6667
366,1674855813393.0
367,1674855813426.3333
368,1674855813459.6667
369,1674855813493.0
370,1674855813526.3333
371,1674855813559.6667
372,1674855813593.0
373,1674855813626.3333
374,1674855813659.6667
375,1674855813693.0
376,1674855813726.3333
377,1674855813759.6667
378,1674855813793.0
379,1674855813826.3333
380,1674855813859.6667
381,1674855813893.0
382,1674855813926.3333
383,1674855813959.6667
384,1674855813993.0
385,1674855814026.3333
386,1674855814059.6667
387,1674855814093.0
388,1674855814126.3333
389,1674855814159.6667
390,1674855814193.0
391,1674855814226.3333
392,1674855814259.6667
393,1674855814293.0
394,1674855814326.3333
395,1674855814359.6667
396,1674855814393.0
397,1674855814426.3333
398,1674855814459.6667
399,1674855814493.0
400,1674855814526.3333
401,1674855814559.6667
402,1674855814593.0
403,1674855814626.3333
404,1674855814659.6667
405,1674855814693.0
406,1674855814726.3333
407,1674855814759.6667
408,1674855814793.0
409,1674855814826.3333
410,1674855814859.6667
411,1674855814893.0
412,1674855814926.3333
413,1674855814959.6667
414,1674855814993.0
415,1674855815026.3333
416,1674855815059.6667
417,1674855815093.0
418,1674855815126.3333
419,1674855815159.6667
420,1674855815193.0
421,1674855815226.3333
422,1674855815259.6667
423,1674855815293.0
424,1674855815326.3333
425,1674855815359.6667
426,1674855815393.0
427,1674855815426.3333
428,1674855815459.6667
429,1674855815493.0
430,1674855815526.3333
431,1674855815559.6667
432,1674855815593.0
433,1674855815626.3333
434,1674855815659.6667
435,1674855815693.0
436,1674855815726.3333
437,1674855815759.6667
438,1674855815793.0
439,1674855815826.3333
440,1674855815859.6667
441,1674855815893.0
442,1674855815926.3333
443,1674855815959.6667
444,1674855815993.0
445,1674855816026.3333
446,1674855816059.6667
447,1674855816093.0
448,1674855816126.3333
449,1674855816159.6667
450,1674855816193.0
451,1674855816226.3333
452,1674855816259.6667
453,1674855816293.0
454,1674855816326.3333
455,1674855816359.6667
456,1674855816393.0
457,1674855816426.3333
458,1674855816459.6667
459,1674855816493.0
460,1674855816526.3333
461,1674855816559.6667
462,1674855816593.0
463,1674855816626.3333
464,1674855816659.6667
465,1674855816693.0
466,1674855816726.3333
467,1674855816759.6667
468,1674855816793.0
469,1674855816826.3333
470,1674855816859.6667
471,1674855816893.0
472,1674855816926.3333
473,1674855816959.6667
474,1674855816993.0
475,1674855817026.3333
476,1674855817059.6667
477,1674855817093.0
478,1674855817126.3333
479,1674855817159.6667
480,1674855817193.0
481,1674855817226.3333
482,1674855817259.6667
483,1674855817293.0
484,1674855817326.3333
485,1674855817359.6667
486,1674855817393.0
487,1674855817426.3333
488,1674855817459.6667
489,1674855817493.0
490,1674855817526.3333
491,1674855817559.6667
492,1674855817593.0
493,1674855817626.3333
494,1674855817659.6667
495,1674855817693.0
496,1674855817726.3333
497,1674855817759.6667
498,1674855817793.0
499,1674855817826.3333
500,1674855817859.6667
501,1674855817893.0
502,1674855817926.3333
503,1674855817959.6667
504,1674855817993.0
505,1674855818026.3333
506,1674855818059.6667
507,1674855818093.0
508,1674855818126.3333
509,1674855818159.6667
510,1674855818193.0
511,1674855818226.3333
512,1674855818259.6667
513,1674855818293.0
514,1674855818326.3333
515,1674855818359.6667
516,1674855818393.0
517,1674855818426.3333
518,1674855818459.6667
519,1674855818493.0
520,1674855818526.3333
521,1674855818559.6667
522,1674855818593.0
523,1674855818626.3333
524,1674855818659.6667
525,1674855818693.0
526,1674855818726.3333
527,1674855818759.6667
528,1674855818793.0
529,1674855818826.3333
530,1674855818859.6667
531,1674855818893.0
532,1674855818926.3333
533,1674855818959.6667
534,1674855818993.0
535,1674855819026.3333
536,1674855819059.6667
537,1674855819093.0
538,1674855819126.3333
539,1674855819159.6667
540,1674855819193.0
541,1674855819226.3333
542,1674855819259.6667
543,1674855819293.0
544,1674855819326.3333
545,1674855819359.6667
546,1674855819393.0
547,1674855819426.3333
548,1674855819459.6667
549,1674855819493.0
550,1674855819526.3333
551,1674855819559.6667
552,1674855819593.0
553,1674855819626.3333
554,1674855819659.6667
555,1674855819693.0
556,1674855819726.3333
557,1674855819759.6667
558,1674855819793.0
559,1674855819826.3333
560,1674855819859.6667
561,1674855819893.0
562,1674855819926.3333
563,1674855819959.6667
564,1674855819993.0
565,1674855820026.3333
566,1674855820059.6667
567,1674855820093.0
568,1674855820126.3333
569,1674855820159.6667
570,1674855820193.0
571,1674855820226.3333
572,1674855820259.6667
573,1674855820293.0
574,1674855820326.3333
575,1674855820359.6667
576,1674855820393.0
577,1674855820426.3333
578,1674855820459.6667
579,1674855820493.0
580,1674855820526.3333
581,1674855820559.6667
582,1674855820593.0
583,1674855820626.3333
584,1674855820659.6667
585,1674855820693.0
586,1674855820726.3333
587,1674855820759.6667
588,1674855820793.0
589,1674855820826.3333
590,1674855820859.6667
591,1674855820893.0
592,1674855820926.3333
593,1674855820959.6667
594,1674855820993.0
595,1674855821026.3333
596,1674855821059.6667
597,1674855821093.0
598,1674855821126.3333
599,1674855821159.6667
600,1674855821193.0
601,1674855821226.3333
602,1674855821259.6667
603,1674855821293.0
604,1674855821326.3333
605,1674855821359.6667
606,1674855821393.0
607,1674855821426.3333
608,1674855821459.6667
609,1674855821493.0
610,1674855821526.3333
611,1674855821559.6667
612,1674855821593.0
613,1674855821626.3333
614,1674855821659.6667
615,1674855821693.0
616,1674855821726.3333
617,1674855821759.6667
618,1674855821793.0
619,1674855821826.3333
620,1674855821859.6667
621,1674855821893.0
622,1674855821926.3333
623,1674855821959.6667
624,1674855821993.0
625,1674855822026.3333
626,1674855822059.6667
627,1674855822093.0
628,1674855822126.3333
629,1674855822159.6667
630,1674855822193.0
631,1674855822226.3333
632,1674855822259.6667
633,1674855822293.0
634,1674855822326.3333
635,1674855822359.6667
636,1674855822393.0
637,1674855822426.3333
638,1674855822459.6667
639,1674855822493.0
640,1674855822526.3333
641,1674855822559.6667
642,1674855822593.0
643,1674855822626.3333
644,1674855822659.6667
645,1674855822693.0
646,1674855822726.3333
647,1674855822759.6667
648,1674855822793.0
649,1674855822826.3333
650,1674855822859.6667
651,1674855822893.0
652,1674855822926.3333
653,1674855822959.6667
654,1674855822993.0
655,1674855823026.3333
656,1674855823059.6667
657,1674855823093.0
658,1674855823126.3333
659,1674855823159.6667
660,1674855823193.0
661,1674855823226.3333
662,1674855823259.6667
663,1674855823293.0
664,1674855823326.3333
665,1674855823359.6667
666,1674855823393.0
667,1674855823426.3333
668,1674855823459.6667
669,1674855823493.0
670,1674855823526.3333
671,1674855823559.6667
672,1674855823593.0
673,1674855823626.3333
674,1674855823659.6667
675,1674855823693.0
676,1674855823726.3333
677,1674855823759.6667
678,1674855823793.0
679,1674855823826.3333
680,1674855823859.6667
681,1674855823893.0
682,1674855823926.3333
683,1674855823959.6667
684,1674855823993.0
685,1674855824026.3333
686,1674855824059.6667
687,1674855824093.0
688,1674855824126.3333
689,1674855824159.6667
690,1674855824193.0
691,1674855824226.3333
692,1674855824259.6667
693,1674855824293.0
694,1674855824326.3333
695,1674855824359.6667
696,1674855824393.0
697,1674855824426.3333
698,1674855824459.6667
699,1674855824493.0
700,1674855824526.3333
701,1674855824559.6667
702,1674855824593.0
703,1674855824626.3333
704,1674855824659.6667
705,1674855824693.0
706,1674855824726.3333
707,1674855824759.6667
708,1674855824793.0
709,1674855824826.3333
710,1674855824859.6667
711,1674855824893.0
712,1674855824926.3333
713,1674855824959.6667
714,1674855824993.0
715,1674855825026.3333
716,1674855825059.6667
717,1674855825093.0
718,1674855825126.3333
719,1674855825159.6667
720,1674855825193.0
721,1674855825226.3333
722,1674855825259.6667
723,1674855825293.0
