Frame Number,Timestamp
281,1674856623439.6667
282,1674856623473.0
283,1674856623506.3333
284,1674856623539.6667
285,1674856623573.0
286,1674856623606.3333
287,1674856623639.6667
288,1674856623673.0
289,1674856623706.3333
290,1674856623739.6667
291,1674856623773.0
292,1674856623806.3333
293,1674856623839.6667
294,1674856623873.0
295,1674856623906.3333
296,1674856623939.6667
297,1674856623973.0
298,1674856624006.3333
299,1674856624039.6667
300,1674856624073.0
301,1674856624106.3333
302,1674856624139.6667
303,1674856624173.0
304,1674856624206.3333
305,1674856624239.6667
306,1674856624273.0
307,1674856624306.3333
308,1674856624339.6667
309,1674856624373.0
310,1674856624406.3333
311,1674856624439.6667
312,1674856624473.0
313,1674856624506.3333
314,1674856624539.6667
315,1674856624573.0
316,1674856624606.3333
317,1674856624639.6667
318,1674856624673.0
319,1674856624706.3333
320,1674856624739.6667
321,1674856624773.0
322,1674856624806.3333
323,1674856624839.6667
324,1674856624873.0
325,1674856624906.3333
326,1674856624939.6667
327,1674856624973.0
328,1674856625006.3333
329,1674856625039.6667
330,1674856625073.0
331,1674856625106.3333
332,1674856625139.6667
333,1674856625173.0
334,1674856625206.3333
335,1674856625239.6667
336,1674856625273.0
337,1674856625306.3333
338,1674856625339.6667
339,1674856625373.0
340,1674856625406.3333
341,1674856625439.6667
342,1674856625473.0
343,1674856625506.3333
344,1674856625539.6667
345,1674856625573.0
346,1674856625606.3333
347,1674856625639.6667
348,1674856625673.0
349,1674856625706.3333
350,1674856625739.6667
351,1674856625773.0
352,1674856625806.3333
353,1674856625839.6667
354,1674856625873.0
355,1674856625906.3333
356,1674856625939.6667
357,1674856625973.0
358,1674856626006.3333
359,1674856626039.6667
360,1674856626073.0
361,1674856626106.3333
362,1674856626139.6667
363,1674856626173.0
364,1674856626206.3333
365,1674856626239.6667
366,1674856626273.0
367,1674856626306.3333
368,1674856626339.6667
369,1674856626373.0
370,1674856626406.3333
371,1674856626439.6667
372,1674856626473.0
373,1674856626506.3333
374,1674856626539.6667
375,1674856626573.0
376,1674856626606.3333
377,1674856626639.6667
378,1674856626673.0
379,1674856626706.3333
380,1674856626739.6667
381,1674856626773.0
382,1674856626806.3333
383,1674856626839.6667
384,1674856626873.0
385,1674856626906.3333
386,1674856626939.6667
387,1674856626973.0
388,1674856627006.3333
389,1674856627039.6667
390,1674856627073.0
391,1674856627106.3333
392,1674856627139.6667
393,1674856627173.0
394,1674856627206.3333
395,1674856627239.6667
396,1674856627273.0
397,1674856627306.3333
398,1674856627339.6667
399,1674856627373.0
400,1674856627406.3333
401,1674856627439.6667
402,1674856627473.0
403,1674856627506.3333
404,1674856627539.6667
405,1674856627573.0
406,1674856627606.3333
407,1674856627639.6667
408,1674856627673.0
409,1674856627706.3333
410,1674856627739.6667
411,1674856627773.0
412,1674856627806.3333
413,1674856627839.6667
414,1674856627873.0
415,1674856627906.3333
416,1674856627939.6667
417,1674856627973.0
418,1674856628006.3333
419,1674856628039.6667
420,1674856628073.0
421,1674856628106.3333
422,1674856628139.6667
423,1674856628173.0
424,1674856628206.3333
425,1674856628239.6667
426,1674856628273.0
427,1674856628306.3333
428,1674856628339.6667
429,1674856628373.0
430,1674856628406.3333
431,1674856628439.6667
432,1674856628473.0
433,1674856628506.3333
434,1674856628539.6667
435,1674856628573.0
436,1674856628606.3333
437,1674856628639.6667
438,1674856628673.0
439,1674856628706.3333
440,1674856628739.6667
441,1674856628773.0
442,1674856628806.3333
443,1674856628839.6667
444,1674856628873.0
445,1674856628906.3333
446,1674856628939.6667
447,1674856628973.0
448,1674856629006.3333
449,1674856629039.6667
450,1674856629073.0
451,1674856629106.3333
452,1674856629139.6667
453,1674856629173.0
454,1674856629206.3333
455,1674856629239.6667
456,1674856629273.0
457,1674856629306.3333
458,1674856629339.6667
459,1674856629373.0
460,1674856629406.3333
461,1674856629439.6667
462,1674856629473.0
463,1674856629506.3333
464,1674856629539.6667
465,1674856629573.0
466,1674856629606.3333
467,1674856629639.6667
468,1674856629673.0
469,1674856629706.3333
470,1674856629739.6667
471,1674856629773.0
472,1674856629806.3333
473,1674856629839.6667
474,1674856629873.0
475,1674856629906.3333
476,1674856629939.6667
477,1674856629973.0
478,1674856630006.3333
479,1674856630039.6667
480,1674856630073.0
481,1674856630106.3333
482,1674856630139.6667
483,1674856630173.0
484,1674856630206.3333
485,1674856630239.6667
486,1674856630273.0
487,1674856630306.3333
488,1674856630339.6667
489,1674856630373.0
490,1674856630406.3333
491,1674856630439.6667
492,1674856630473.0
493,1674856630506.3333
494,1674856630539.6667
495,1674856630573.0
496,1674856630606.3333
497,1674856630639.6667
498,1674856630673.0
499,1674856630706.3333
500,1674856630739.6667
501,1674856630773.0
502,1674856630806.3333
503,1674856630839.6667
504,1674856630873.0
505,1674856630906.3333
506,1674856630939.6667
507,1674856630973.0
508,1674856631006.3333
509,1674856631039.6667
510,1674856631073.0
511,1674856631106.3333
512,1674856631139.6667
513,1674856631173.0
514,1674856631206.3333
515,1674856631239.6667
516,1674856631273.0
517,1674856631306.3333
518,1674856631339.6667
519,1674856631373.0
520,1674856631406.3333
521,1674856631439.6667
522,1674856631473.0
523,1674856631506.3333
524,1674856631539.6667
525,1674856631573.0
526,1674856631606.3333
527,1674856631639.6667
528,1674856631673.0
529,1674856631706.3333
530,1674856631739.6667
531,1674856631773.0
532,1674856631806.3333
533,1674856631839.6667
534,1674856631873.0
535,1674856631906.3333
536,1674856631939.6667
537,1674856631973.0
538,1674856632006.3333
539,1674856632039.6667
540,1674856632073.0
541,1674856632106.3333
542,1674856632139.6667
543,1674856632173.0
544,1674856632206.3333
545,1674856632239.6667
546,1674856632273.0
547,1674856632306.3333
548,1674856632339.6667
549,1674856632373.0
550,1674856632406.3333
551,1674856632439.6667
552,1674856632473.0
553,1674856632506.3333
554,1674856632539.6667
555,1674856632573.0
556,1674856632606.3333
557,1674856632639.6667
558,1674856632673.0
559,1674856632706.3333
560,1674856632739.6667
561,1674856632773.0
562,1674856632806.3333
563,1674856632839.6667
564,1674856632873.0
565,1674856632906.3333
566,1674856632939.6667
567,1674856632973.0
568,1674856633006.3333
569,1674856633039.6667
570,1674856633073.0
571,1674856633106.3333
572,1674856633139.6667
573,1674856633173.0
574,1674856633206.3333
575,1674856633239.6667
576,1674856633273.0
577,1674856633306.3333
578,1674856633339.6667
579,1674856633373.0
580,1674856633406.3333
581,1674856633439.6667
582,1674856633473.0
583,1674856633506.3333
584,1674856633539.6667
585,1674856633573.0
586,1674856633606.3333
587,1674856633639.6667
588,1674856633673.0
589,1674856633706.3333
590,1674856633739.6667
591,1674856633773.0
592,1674856633806.3333
593,1674856633839.6667
594,1674856633873.0
595,1674856633906.3333
596,1674856633939.6667
597,1674856633973.0
598,1674856634006.3333
599,1674856634039.6667
600,1674856634073.0
601,1674856634106.3333
602,1674856634139.6667
603,1674856634173.0
604,1674856634206.3333
605,1674856634239.6667
606,1674856634273.0
607,1674856634306.3333
608,1674856634339.6667
609,1674856634373.0
610,1674856634406.3333
611,1674856634439.6667
612,1674856634473.0
613,1674856634506.3333
614,1674856634539.6667
615,1674856634573.0
616,1674856634606.3333
617,1674856634639.6667
618,1674856634673.0
619,1674856634706.3333
620,1674856634739.6667
621,1674856634773.0
622,1674856634806.3333
623,1674856634839.6667
624,1674856634873.0
